x,z,t,c
0.928855902056327,-0.104230270330688,1.21212121212121,0.586684188609391
0.327195485023355,-0.200619343057775,7.67676767676768,0.723885406982966
0.790351034896442,-0.33525419008796,15.3535353535354,0.859409517269916
0.340905872643458,-0.951861651130293,15.1515151515152,0.258296389594284
0.201658732459671,-0.117616679957526,5.05050505050505,0.771535549603394
0.189092994379714,-0.652753862077572,4.04040404040404,0.254478047753175
0.470967354403346,-0.407392913307371,10.3030303030303,0.629111712138908
0.176291073854942,-0.780739054190134,17.979797979798,0.217453673949197
0.950640013955048,-0.22531343459992,10.9090909090909,0.920768354737744
0.880295298037648,-0.799335718019776,4.24242424242424,0.814465031271661
0.706527572637142,-0.874629726152987,0.202020202020202,0.46630446816816
0.841880684624022,-0.0578564845078354,20,0.91536382648234
0.323834402690447,-0.0360524804700254,14.3434343434343,0.89530454515947
0.727905057795179,-0.326655624012277,12.7272727272727,0.834792573332072
0.799913916548918,-0.150529321165104,12.7272727272727,0.894928634738772
0.818354600959771,-0.454288111353758,4.64646464646465,0.863586184982092
0.739242093017021,-0.292762065969638,7.47474747474747,0.847870595166994
0.97848377489091,-0.559175644205675,5.25252525252525,0.674569978806234
0.234724801344385,-0.920995776787259,7.47474747474747,0.193326628985391
0.814269355102411,-0.119597760677944,5.25252525252525,0.90521252894724
0.365739043182737,-0.159765772830622,20,0.78526084761292
0.191003896295744,-0.740596915480962,6.86868686868687,0.226886362796731
0.8574600740318,-0.220298042272398,9.09090909090909,0.896376363204552
0.922705179175739,-0.587919931298069,0.606060606060606,0.494990667729244
0.878130963039432,-0.942624840962433,10.1010101010101,0.86164701787347
0.445252407840433,-0.571278795983481,8.28282828282828,0.50398742965775
0.46246330876177,-0.0935554040500464,20,0.865426066485278
0.127529039033634,-0.466520737818852,13.7373737373737,0.338209653700273
0.146920228698739,-0.528628375074722,5.45454545454545,0.30635189136077
0.0520803520574513,-0.374612026938882,2.02020202020202,0.413747204605409
0.547930565459057,-0.0303520727386654,3.43434343434343,0.910124478137338
0.938904967494881,-0.474164542052198,18.5858585858586,0.904897874978722
0.725360960679333,-0.546768176888213,6.06060606060606,0.785210520411661
0.22248647056365,-0.591186102376077,17.979797979798,0.289660363214945
0.72457990951729,-0.0679318148231208,14.3434343434343,0.905287962955124
0.110195460169306,-0.0201260070298006,15.1515151515152,0.852045361725149
0.0393528392977357,-0.532544045126665,17.5757575757576,0.419258589740469
0.33584550693557,-0.361927665193772,3.23232323232323,0.550592625321954
0.136431811962016,-0.467287075191829,8.48484848484848,0.336912778537546
0.669600156031371,-0.461440965642234,13.3333333333333,0.764247706986709
0.307163456422823,-0.611933216503578,5.25252525252525,0.338572624818111
0.898293762165898,-0.837255868365848,19.3939393939394,0.877451511331904
0.3961184079344,-0.846433097085626,8.88888888888889,0.340236558089276
0.934774213318803,-0.472281578922027,13.1313131313131,0.903184272367082
0.0098049466788009,-0.431745756871561,11.3131313131313,0.480419348238331
0.954731083206478,-0.614853819758785,19.7979797979798,0.908412768332178
0.359741299208565,-0.193827881513618,12.3232323232323,0.746713670924587
0.906764808956293,-0.00311526442177568,8.08080808080808,0.922566409573542
0.401711139424444,-0.734845488257331,11.5151515151515,0.381803180742377
0.131457579178385,-0.593639772433076,2.62626262626263,0.286730213247064
0.737561406938632,-0.401946973600942,4.64646464646465,0.825636924971982
0.958306212988463,-0.477302685604216,18.3838383838384,0.911974626447819
0.640002476250665,-0.473882931871633,10.7070707070707,0.738046293237815
0.0490097026625869,-0.756458256570586,9.8989898989899,0.374121317639613
0.411635019592941,-0.2328869381145,0.404040404040404,0.669572706450703
0.0921248933804138,-0.521192300516671,2.62626262626263,0.338971166676432
0.218623826447646,-0.320955519314746,13.9393939393939,0.50079144257127
0.423126904461485,-0.204936959988443,16.7676767676768,0.763003753980804
0.39440981953946,-0.322140013950973,9.49494949494949,0.63584288577428
0.871361965343406,-0.459590583986395,1.61616161616162,0.590999373934453
0.299238215470108,-0.28483635629614,3.03030303030303,0.605759587422528
0.618438716253576,-0.421306810313439,15.959595959596,0.740624706856136
0.409031946582004,-0.934921221966936,16.1616161616162,0.33365207894117
0.172956209789944,-0.832604420342322,10.5050505050505,0.206306265529215
0.539691519331703,-0.394576791339925,13.9393939393939,0.693693385852262
0.600602790339152,-0.777687154311814,1.01010101010101,0.474555367339698
0.665777469422004,-0.460821341245792,11.9191919191919,0.761659043164559
0.71939323063913,-0.0651006586889655,16.3636363636364,0.905715324199124
0.91378955723678,-0.883206473858242,9.09090909090909,0.885487411880384
0.502567980286982,-0.388515537331263,5.65656565656566,0.667977218796877
0.560539815930139,-0.380332533057864,5.25252525252525,0.717055668710229
0.169230589326197,-0.444232534283313,18.3838383838384,0.355198232995673
0.532320554905874,-0.796379384463695,14.5454545454545,0.523196464372219
0.627187522117542,-0.066842173482936,4.24242424242424,0.898132502934048
0.449194757946899,-0.833344340652208,7.67676767676768,0.407097108551322
0.972716450674148,-0.98986815640271,2.22222222222222,0.517881613433521
0.0621844858822933,-0.463622550752226,12.1212121212121,0.387193605454113
0.112732728785132,-0.171504501216906,8.48484848484848,0.60728805157094
0.655426962638689,-0.355831113021602,18.3838383838384,0.789245136957769
0.381590096129161,-0.056933804674358,13.1313131313131,0.883542077177715
0.253459279751243,-0.831765759272366,12.9292929292929,0.220611641716662
0.659256309260912,-0.470519922598037,7.07070707070707,0.753927657913187
0.294491876405793,-0.24210587792082,9.6969696969697,0.654770891205936
0.0596470155215015,-0.592474967773306,19.5959595959596,0.374034355092228
0.251779558261742,-0.900961542391655,6.26262626262626,0.204327102973523
0.0749875815079128,-0.378240997329145,9.8989898989899,0.395805052060841
0.477559067583094,-0.707318183732783,18.3838383838384,0.482202265669679
0.348177223096174,-0.540284294243667,6.46464646464646,0.418696941736382
0.418229682140837,-0.570347756074774,16.3636363636364,0.474718400144488
0.310391333690356,-0.680987881128719,0,0.5
0.300856851015442,-0.97696862079256,13.3333333333333,0.219989874739417
0.156389184702831,-0.316960281285,5.25252525252525,0.459823910388583
0.782120391617665,-0.984813449659221,18.7878787878788,0.786482947379199
0.760789956574964,-0.282560387148028,0.404040404040404,0.544999001684024
0.111275206346848,-0.681573330332486,14.3434343434343,0.280557561109186
0.268771208763737,-0.190250206324789,15.5555555555556,0.706712260904885
0.568756392984997,-0.694903477456559,4.64646464646465,0.596630477467449
0.245601880919276,-0.17317649276116,5.45454545454545,0.717137483597785
0.398338268904778,-0.0273601662259026,16.7676767676768,0.906287130386598
0.785519588358344,-0.804734961563467,15.959595959596,0.801014579200868
0.391836095527189,-0.315262828155619,12.7272727272727,0.640423500093927
0.846872668802935,-0.908625736371441,6.86868686868687,0.844160210852483
0.666811540893402,-0.918517288955546,2.82828282828283,0.69820576033622
0.338391402074408,-0.606481691854109,7.67676767676768,0.370796349840889
0.0544179894174896,-0.0222301377098856,11.7171717171717,0.776698929582412
0.713225655797701,-0.269625273027622,11.3131313131313,0.844061491887871
0.675201401399141,-0.945127015152831,8.48484848484848,0.676083467628475
0.610736473784534,-0.709068716821161,18.7878787878788,0.641357966122499
0.126793375353767,-0.62915398215712,1.01010101010101,0.27894081337845
0.130666127596326,-0.142764262883052,15.959595959596,0.675127897098667
0.762193635797736,-0.40257382161909,2.02020202020202,0.739634591498479
0.524884201581488,-0.605021601249957,1.41414141414141,0.618675540230754
0.349307733138933,-0.230258021192831,2.22222222222222,0.701388009898601
0.980359808585279,-0.730215628824668,4.04040404040404,0.578615946993654
0.753655070424897,-0.24355569225102,4.64646464646465,0.867520226026637
0.284820077925426,-0.653809531206847,2.02020202020202,0.300078107171107
0.582893795047435,-0.575670942486049,17.3737373737374,0.651088993834729
0.986817842710029,-0.376547733524372,14.5454545454545,0.913450787272407
0.691475126159158,-0.965152166391004,0.404040404040404,0.430125605231592
0.162450039357289,-0.412743474288845,12.1212121212121,0.375889895364275
0.965419799194657,-0.0975491414341211,18.1818181818182,0.921817448539858
0.695333600956714,-0.178209792286054,11.9191919191919,0.866827495490978
0.569778974114098,-0.197675043516811,7.07070707070707,0.823078024890331
0.619296323765152,-0.858077869625753,5.85858585858586,0.62030058394702
0.0734966449875588,-0.705622059095665,3.83838383838384,0.330916266784364
0.850614397839059,-0.439900566293517,3.03030303030303,0.780255944055468
0.859028844187941,-0.0467886079054763,15.1515151515152,0.917925703869709
0.337938695613593,-0.850828278470783,8.68686868686869,0.278483936440365
0.885062874285019,-0.189826345176703,16.3636363636364,0.904863571526797
0.051215121531018,-0.863332359795595,14.5454545454545,0.347986552042703
0.574104860579553,-0.670012813067946,19.1919191919192,0.610343539834846
0.0449421024051265,-0.529280520686025,8.08080808080808,0.408090801480994
0.117669911306625,-0.0370524243250133,18.1818181818182,0.833000541443392
0.187448537807966,-0.2026413639002,19.3939393939394,0.634823004130322
0.0986308858620879,-0.829667014334278,7.87878787878788,0.265980901319787
0.317160881984013,-0.919865660209063,12.7272727272727,0.243888637458249
0.259221473781138,-0.530663177215143,18.3838383838384,0.345822970585262
0.775077343489752,-0.842829057244379,5.45454545454545,0.79302542515125
0.92708863217359,-0.64750773513375,5.25252525252525,0.848649165667629
0.12915130314848,-0.716895372435553,18.5858585858586,0.254960190488309
0.380614534821716,-0.434491382636828,5.45454545454545,0.526266379137602
0.314879595999384,-0.441214147785827,12.5252525252525,0.459375880107312
0.0861491407875955,-0.607153693031115,1.01010101010101,0.32689276239207
0.14993769447975,-0.305540158200269,20,0.467729756255169
0.497797769945623,-0.94863412393467,8.48484848484848,0.442801779607534
0.581946106388944,-0.628224789726667,7.27272727272727,0.632255101653194
0.0150144789621092,-0.483023353749327,2.22222222222222,0.469890313399181
0.486308155550604,-0.601656023844789,1.41414141414141,0.599100097342144
0.147284561477216,-0.188730217098277,7.47474747474747,0.619751290086727
0.754774451152408,-0.969359712530626,4.04040404040404,0.777530209813085
0.73039664042487,-0.420073625556383,10.9090909090909,0.814155343058566
0.542823940524258,-0.895696915330415,17.5757575757576,0.513778523561906
0.0347813941313638,-0.816449811496657,2.82828282828283,0.400234406724059
0.0128767017037513,-0.678203876894508,0.202020202020202,0.470371388567227
0.237702910211644,-0.100993188250162,15.5555555555556,0.810418516756205
0.596463408668003,-0.827418787123707,12.5252525252525,0.597583249065523
0.856615450764785,-0.486029739360869,8.48484848484848,0.871234703901979
0.433953643549319,-0.247111212368278,13.7373737373737,0.73005759689809
0.494658914181919,-0.309641934985018,13.5353535353535,0.715513518046679
0.930970353428078,-0.00211922998948033,8.08080808080808,0.928242512503463
